rosbagTimestamp,data
0,1.434497118
0.1,1.1407781839
0.2,0.9361919165
0.3,1.3866406679
0.4,0.9702896476
0.5,1.5876377821
0.6,1.2586246729
0.7,0.9320044518
0.8,1.6277177334
0.9,1.053440094
1,0.8536394835
1.1,1.6522439718
1.2,1.0785648823
1.3,1.0588240624
1.4,1.5260226727
1.5,1.2077772617
1.6,0.813559711
1.7,1.6414762735
1.8,1.4093725681
1.9,0.9996016622
2,0.872183919
2.1,1.6103696823
2.2,1.4763716459
2.3,1.0785648823
2.4,0.8548358679
2.5,1.5768700838
2.6,1.5708881617
2.7,1.0342975855
2.8,0.8165507317
2.9,1.6187443733
3,1.5158531666
3.1,1.1389836073
3.2,0.8273184299
3.3,1.3908280134
3.4,1.2861421108
3.5,1.3585250378
3.6,0.8907282352
3.7,1.1635100842
3.8,1.5032907724
3.9,1.3004990816
4,0.9696914554
4.1,1.0761719942
4.2,1.4368900061
4.3,1.3477572203
4.4,0.9314061999
4.5,0.9720841646
4.6,1.6384853125
4.7,1.3710873127
4.8,1.0588240624
4.9,0.9672985673
5,1.5661023855
5.1,1.3393824101
5.2,1.1234302521
5.3,0.8817551732
5.4,1.4530416727
5.5,1.4464612007
5.6,1.203589797
5.7,0.8679964542
5.8,1.3561322689
5.9,1.5900306702
6,1.3004990816
6.1,0.8685945868
6.2,1.1778669357
6.3,1.5278173685
6.4,1.3016955853
6.5,0.7782655358
6.6,1.0588240624
6.7,1.6013965607
6.8,1.3746767044
6.9,0.8757730722
7,0.8823533654
7.1,1.7072789669
7.2,1.3710873127
7.3,1.0372886658
7.4,0.994217813
7.5,1.5768700838
7.6,1.5846469402
7.7,0.8219345808
7.8,0.7758728266
7.9,1.5493527651
8,1.5415761471
8.1,0.9667003751
8.2,1.0486545563
8.3,1.2418749332
8.4,0.9643075466
8.5,0.9451649785
8.6,1.1318051815
8.7,0.7202396393
8.8,1.0666006804
8.9,1.208973527
9,0.7310073376
9.1,1.5272190571
9.2,1.1186445952
9.3,0.7226324677
