rosbagTimestamp,data
1565127252135449613,0.838086128235
1565127252149026967,0.859621524811
1565127252164222493,0.848853826523
1565127252177609249,0.869192838669
1565127252192712045,0.881755173206
1565127252206845814,0.815354287624
1565127252221472038,0.817148983479
1565127252234914239,0.768096029758
1565127252250242969,0.799800932407
1565127252264085244,0.823729217052
1565127252278648533,0.843469977379
1565127252292295695,0.866201817989
1565127252307741399,0.832104027271
1565127252321818823,0.841675341129
1565127252336036829,0.855434119701
1565127252350870928,0.870987474918
1565127252365351864,0.847059190273
1565127252378352553,0.850050270557
1565127252391188872,0.793818891048
1565127252406675166,0.807577669621
1565127252420098310,0.823131024837
1565127252434377168,0.798006296158
1565127252448475253,0.78305119276
1565127252463534567,0.80817592144
1565127252476756157,0.853639483452
1565127252491760924,0.887737214565
1565127252505839488,0.884148061275
1565127252520439980,0.924825966358
1565127252533935972,0.881755173206
1565127252549316292,0.881156980991
1565127252562732564,1.00977110863
1565127252577707786,1.09352004528
1565127252591274810,1.16949212551
1565127252606517281,1.13898360729
1565127252619953358,1.08335042
1565127252635028209,1.01754784584
1565127252649559780,1.00558376312
1565127252664195969,1.06719887257
1565127252677138091,1.21914315224
1565127252690556803,1.14676034451
1565127252704930434,1.21196460724
1565127252718375471,1.15214407444
1565127252733333724,0.982253670692
1565127252748595792,0.926620602608
1565127252762456822,0.877567708492
1565127252775634400,0.728016257286
1565127252790722139,0.798604488373
1565127252804996132,0.780060172081
1565127252819434501,0.97088778019
1565127252832900954,0.839282572269
1565127252848505354,0.99302136898
1565127252862339772,0.88833540678
1565127252876662422,0.793220698833
1565127252890390558,0.753739178181
1565127252905435826,0.786042273045
1565127252919173002,0.78723859787
1565127252934071923,0.905085206032
1565127252947748250,0.869791030884
1565127252962893515,1.09710919857
1565127252975558354,1.12821578979
1565127252989890823,1.01934242249
1565127253003814869,1.04267239571
1565127253017267842,1.04147601128
1565127253032379306,1.00678014755
1565127253047210731,1.0271191597
1565127253061290129,0.943370342255
1565127253074706237,0.895513832569
1565127253089708437,1.07258272171
1565127253103793651,1.03429758549
1565127253118373202,1.068395257
1565127253131911023,0.960718274117
1565127253147366542,1.08095765114
1565127253161230180,1.08873438835
1565127253175654945,0.925424218178
1565127253189248709,0.935593664646
1565127253204508069,0.691525697708
1565127253218031802,0.908674418926
1565127253232979618,0.925424218178
1565127253248053472,0.868594586849
1565127253262026994,0.673579514027
1565127253274743501,0.954736292362
1565127253287694960,0.870389223099
1565127253303097271,1.04566347599
1565127253317156593,1.02951204777
1565127253331354025,0.941575706005
1565127253346006282,0.94097751379
1565127253360207500,0.868594586849
1565127253373690123,0.78484582901
1565127253388685352,0.68075799942
1565127253402702235,0.78544408083
1565127253417352377,0.722034275532
1565127253430888620,0.767497837543
1565127253446079132,0.827318429947
1565127253460019145,0.99481600523
1565127253474669634,1.00019991398
1565127253488839336,1.0570294857
1565127253503956126,0.941575706005
1565127253516978373,0.754935503006
1565127253531989868,0.83748793602
1565127253545835482,0.926022410393
1565127253561218232,1.03429758549
