rosbagTimestamp,data
1.56522111960327E+018,-1.6540386677
1.56522111961938E+018,1.6893328428
1.56522111963155E+018,-1.000199914
1.56522111964754E+018,-3.4468610287
1.56522111966058E+018,2.0111675263
1.56522111967661E+018,0.8775677085
1.56522111968945E+018,-2.9850463867
1.56522111970481E+018,1.1240284443
1.56522111971811E+018,1.8394824266
1.5652211197305E+018,-3.2075788975
1.56522111974659E+018,1.3148560524
1.56522111975883E+018,-2.7403800488
1.56522111977477E+018,-2.9294133186
1.56522111978691E+018,1.49431777
1.56522111980316E+018,-2.1643080711
1.56522111981653E+018,-3.4396824837
1.56522111983189E+018,2.3036899567
1.56522111984495E+018,0.0484546609
1.56522111986049E+018,-2.8199417591
1.56522111987316E+018,0.2159522325
1.56522111988919E+018,1.99262321
1.56522111990194E+018,-2.2121646404
1.56522111991827E+018,-3.2189445496
1.56522111993073E+018,-0.7842476368
1.56522111994647E+018,0.7028916478
1.56522111995934E+018,-2.6321046352
1.56522111997662E+018,0.7824530005
1.56522111998847E+018,2.1535403729
1.56522112000382E+018,-1.5601203442
1.56522112001676E+018,0.0269192569
1.56522112002983E+018,2.6105694771
1.56522112004589E+018,-3.8626139164
1.56522112005718E+018,0.5270192027
1.56522112007483E+018,2.4646074772
1.5652211200867E+018,-3.608376503
1.56522112010212E+018,0.4025924206
1.56522112011547E+018,-0.9074779749
1.56522112013086E+018,-3.5844480991
1.56522112014356E+018,-1.6091731787
1.56522112015961E+018,1.203589797
1.56522112017334E+018,-1.5768700838
1.56522112018817E+018,-1.5230315924
1.56522112020086E+018,1.5978072882
1.56522112021686E+018,1.4811571837
1.56522112022939E+018,-3.5826537609
1.56522112024544E+018,-1.6283158064
1.56522112025824E+018,2.0039889813
1.5652211202742E+018,-2.4251258373
1.56522112028727E+018,-3.1058835983
1.56522112030277E+018,1.8963118792
1.56522112031532E+018,-2.226521492
1.56522112032794E+018,-3.562912941
1.5652211203438E+018,1.971087575
1.56522112035691E+018,-2.9150559902
1.56522112037252E+018,1.9686949253
1.56522112038549E+018,1.3399806023
1.56522112040111E+018,-2.9784657955
1.56522112041395E+018,1.2550354004
1.56522112042981E+018,1.9471595287
1.56522112044255E+018,-3.6376886368
1.56522112045882E+018,-1.1910275221
1.56522112047145E+018,1.9226329327
1.56522112048712E+018,-1.8317058086
1.5652211204997E+018,-3.4348967075
1.56522112051714E+018,1.8185452223
1.56522112052829E+018,1.2675977945
1.56522112054444E+018,-1.9184455872
1.56522112055779E+018,-0.17587246
1.56522112057327E+018,2.6548368931
1.56522112058621E+018,-4.0085763931
1.56522112060174E+018,-1.2658032179
1.56522112061642E+018,2.801995039
1.56522112063044E+018,-4.252644062
1.56522112064309E+018,-0.509073019
1.56522112065973E+018,-1.6677974463
1.56522112067174E+018,-4.0301117897
1.5652211206845E+018,0.8769695163
1.56522112070119E+018,-2.1403799057
1.56522112071327E+018,-3.7148571014
1.56522112072876E+018,2.4604198933
1.56522112074142E+018,-0.6993024349
1.56522112075775E+018,-3.5694930553
1.56522112077076E+018,1.6875382662
1.56522112078613E+018,1.5278173685
1.56522112079906E+018,-3.5533416271
1.5652211208166E+018,-1.6175479889
1.56522112082794E+018,1.5768700838
1.56522112084345E+018,-1.8490536213
1.56522112085708E+018,-3.7609190941
1.56522112087218E+018,2.7014968395
1.56522112088495E+018,-0.7854440808
1.56522112090097E+018,-4.1084766388
1.56522112091558E+018,2.8259234428
1.56522112092943E+018,-1.1814562082
1.56522112094239E+018,0.4600201547
1.56522112095858E+018,2.4538395405
1.56522112097099E+018,-2.6291136742
1.56522112098336E+018,1.6480567455
1.56522112100006E+018,1.6247265339
1.56522112101148E+018,-3.3182468414
1.5652211210278E+018,0.8715856671
1.56522112104075E+018,2.1774687767
1.56522112105702E+018,-3.7393834591
1.56522112106883E+018,-1.4721841812
1.56522112108506E+018,1.1940184832
1.56522112109786E+018,-1.6995022297
1.56522112111562E+018,-3.4977083206
1.56522112112638E+018,2.1110677719
1.56522112114242E+018,1.0319046974
1.56522112115556E+018,-3.3762726784
1.56522112117121E+018,0.8697910309
1.56522112118411E+018,2.2522444725
1.56522112119973E+018,-3.8512482643
1.56522112121245E+018,0.813559711
1.56522112122849E+018,-2.5639097691
1.5652211212413E+018,-3.4205400944
1.56522112125751E+018,1.9513468742
1.56522112127089E+018,-3.7005002499
1.56522112128176E+018,-1.4518451691
1.56522112129812E+018,2.2899310589
1.56522112131204E+018,-3.6717863083
1.56522112132683E+018,-1.8945173025
1.56522112133946E+018,1.0336993933
1.56522112135559E+018,-2.4406790733
1.56522112136863E+018,-3.3391842842
1.56522112138412E+018,2.2002005577
1.56522112139705E+018,-0.1136590764
1.56522112141322E+018,-2.630310297
1.56522112142518E+018,0.7268198729
1.56522112144132E+018,2.1278176308
1.5652211214542E+018,-3.8380877972
1.56522112147045E+018,-1.1760723591
1.56522112148326E+018,-0.0107677029
1.56522112149874E+018,-3.9427735806
1.56522112151217E+018,-1.316650629
1.56522112152748E+018,-0.6364907622
1.5652211215403E+018,-4.2867417336
1.56522112155615E+018,2.6721844673
1.5652211215697E+018,-2.4472594261
1.56522112158118E+018,-3.5210382938
1.56522112159701E+018,1.6091731787
1.56522112161116E+018,-3.0053851605
1.56522112162583E+018,1.3256236315
1.56522112163875E+018,1.7898315191
1.56522112165443E+018,-1.8508484364
1.56522112166862E+018,-0.5491527915
1.56522112168303E+018,2.2624137402
1.56522112169572E+018,-2.7146573067
1.56522112171234E+018,-3.1148569584
1.56522112172431E+018,0.0526420958
1.56522112174037E+018,-0.2470589429
1.5652211217534E+018,-3.5970106125
1.56522112176911E+018,2.1361925602
1.56522112178205E+018,0.8733803034
1.56522112179771E+018,-3.3116667271
1.56522112181044E+018,2.1702899933
1.56522112182648E+018,0.7740781307
1.56522112183896E+018,-1.6576279402
1.56522112185542E+018,2.9395825863
1.56522112186901E+018,-0.5964110494
1.56522112187974E+018,0.2584248483
1.5652211218966E+018,2.6177480221
1.56522112190953E+018,-3.8781673908
1.56522112192483E+018,0.2165504545
1.56522112193748E+018,2.5381867886
1.56522112195353E+018,-3.8632121086
1.56522112196733E+018,-1.4949159622
1.56522112198207E+018,1.0319046974
1.56522112199492E+018,-2.1158533096
1.56522112201107E+018,-3.4360933304
1.5652211220235E+018,2.1984057427
1.56522112203936E+018,0.4247260392
1.56522112205255E+018,-2.7589244843
1.56522112206908E+018,1.5254244804
1.56522112208126E+018,1.6558333635
1.56522112209671E+018,-3.2889347076
1.5652211221096E+018,1.5403796434
1.56522112212546E+018,-3.3499517441
1.56522112213803E+018,-2.57766819
1.56522112215415E+018,2.6177480221
1.56522112216793E+018,-4.356133461
1.56522112217957E+018,-0.4755734801
1.56522112219519E+018,-1.2747762203
1.56522112220822E+018,-4.0905303955
1.56522112222379E+018,-0.2297109663
1.56522112223659E+018,-0.59940207
1.56522112225236E+018,-3.6969110966
1.56522112226502E+018,-1.8017953634
1.56522112228109E+018,1.223330617
1.56522112229393E+018,-1.8658035994
1.56522112231023E+018,-0.9200403094
1.56522112232221E+018,2.1996021271
1.56522112233836E+018,0.7190431952
1.56522112235104E+018,-3.2572295666
1.5652211223677E+018,0.8638089299
1.56522112238001E+018,-1.7988045216
1.56522112239561E+018,-3.8691942692
1.56522112240929E+018,0.584446907
1.56522112242451E+018,-2.338984251
1.56522112243728E+018,-3.6209390163
1.56522112245322E+018,1.4524433613
1.56522112246727E+018,-3.8536410332
1.56522112247759E+018,-1.868196249
1.56522112249396E+018,-0.2703889608
1.56522112250719E+018,-4.1814579964
1.56522112252284E+018,2.7026929855
1.56522112253575E+018,0.0173479654
1.56522112255135E+018,-3.585644722
1.56522112256388E+018,1.6151553392
1.56522112258E+018,1.5290137529
1.5652211225928E+018,-3.6532421112
1.5652211226091E+018,-1.2179467678
1.56522112262105E+018,2.0356938839
1.56522112263734E+018,-2.3365914822
1.5652211226503E+018,-3.4899318218
1.56522112266723E+018,2.5489542484
1.56522112267873E+018,-1.4255241156
1.56522112269465E+018,-4.033700943
1.56522112270787E+018,2.793620348
1.56522112272339E+018,-1.7341983318
1.56522112273636E+018,1.208973527
1.56522112275199E+018,1.7946169376
1.56522112276455E+018,-3.3870403767
1.56522112277753E+018,2.6949162483
1.56522112279295E+018,0.1914258003
1.565221122806E+018,-1.4398809671
1.56522112282169E+018,2.4580271244
